Biotype	DensityShuf	DensityWt	GC	LocID	Location	NbLocation	NbRepro	NbTrpG4Shuf	NbTrpG4Wt	NbpG4rLocShuf	NbpG4rLocWt	NbpG4rShuf	NbpG4rWt	PercentShuf	PercentWt	Sp	Tot	Type	index	nbTr	nuclA	nuclC	nuclG	nuclN	nuclT	meanShuffle	stdShuffle	ShortName
pseudogene	0.0	0.0	38.16003160251064	donor-pseudogene-Pseudogene	donor	286.0	3	0	0	0.0	0.0	0	0	0.0	0.0	drosophila_melanogaster	22783	Point	10.0	155	7298.0	4171	4523	0.0	6791.0	0.0	0.0	Dmel
pseudogene	0.0	0.0	46.264775413711575	donor-pseudogene-Pseudogene	donor	53.0	3	0	0	0.0	0.0	0	0	0.0	0.0	escherichia_coli_str_k_12_substr_mg1655	4230	Point	3.0	50	1174.0	888	1069	0.0	1099.0	0.0037735849056603774	0.007955415497278942	Ecol
pseudogene	0.007751937984496123	0.0	32.52229546335789	donor-pseudogene-Pseudogene	donor	129.0	3	1	0	1.0	0.0	1	0	0.7751937984496124	0.0	francisella_tularensis_subsp_tularensis_schu_s4	10316	Point	5.0	108	3602.0	1444	1911	0.0	3359.0	0.0023255813953488367	0.0037445417948809914	Ftul
pseudogene	0.07254665863937387	0.09512341962673088	58.12129090600804	donor-pseudogene-Pseudogene	donor	3322.0	3	96	97	241.0	315.0	241	316	7.2546658639373875	9.482239614689943	gallus_gallus	265395	Point	10.0	261	56697.0	71616	82635	0.0	54447.0	0.07049969897652017	0.0026311587457449903	Ggal
pseudogene	0.0	0.022222222222222227	57.36111111111111	donor-pseudogene-Pseudogene	donor	45.0	3	0	1	0.0	1.0	0	1	0.0	2.2222222222222223	gasterosteus_aculeatus	3600	Point	5.0	31	806.0	1053	1012	0.0	729.0	0.0022222222222222227	0.007027283689263066	Gacu
pseudogene	0.0	0.0	54.76333133612942	donor-pseudogene-Pseudogene	donor	43.0	3	0	0	0.0	0.0	0	0	0.0	0.0	homo_sapiens	3338	Point	49.0	32	738.0	1059	769	0.0	772.0	0.0	0.0	Hsap
pseudogene	0.023809523809523808	0.023809523809523808	61.63690476190477	donor-pseudogene-Pseudogene	donor	42.0	3	1	1	1.0	1.0	1	1	2.380952380952381	2.380952380952381	leishmania_major	3360	Point	5.0	34	677.0	974	1097	0.0	612.0	0.03333333333333334	0.02007795339789447	Lmaj
pseudogene	0.0033632286995515697	0.004484304932735426	45.503837757904385	donor-pseudogene-Pseudogene	donor	892.0	3	3	4	3.0	4.0	3	4	0.336322869955157	0.4484304932735426	monodelphis_domestica	71005	Point	7.0	581	21325.0	15691	16619	0.0	17370.0	0.003139013452914798	0.001567726230448657	Mdom
pseudogene	0.020408163265306117	0.010204081632653059	59.53998954521693	donor-pseudogene-Pseudogene	donor	98.0	3	2	1	2.0	1.0	2	1	2.0408163265306123	1.020408163265306	mus_musculus	7652	Point	54.0	68	1560.0	2365	2191	0.0	1536.0	0.016326530612244892	0.007134754069184703	Mmus
pseudogene	0.0	0.0	45.39473684210528	donor-pseudogene-Pseudogene	donor	23.0	3	0	0	0.0	0.0	0	0	0.0	0.0	neisseria_meningitidis_z2491	1824	Point	5.0	22	582.0	433	395	0.0	414.0	0.0	0.0	Nmen
pseudogene	0.02127659574468085	0.0	44.6162191483591	donor-pseudogene-Pseudogene	donor	47.0	3	1	0	1.0	0.0	1	0	2.127659574468085	0.0	ornithorhynchus_anatinus	3687	Point	7.0	18	947.0	907	738	0.0	1095.0	0.006382978723404255	0.010277572160418042	Oana
pseudogene	0.023696682464454968	0.0047393364928909965	53.8093507751938	donor-pseudogene-Pseudogene	donor	211.0	3	5	1	5.0	1.0	5	1	2.3696682464454977	0.4739336492890995	pan_troglodytes	16512	Point	15.0	211	4083.0	4439	4446	0.0	3544.0	0.02559241706161137	0.005562975311740608	Ptro
pseudogene	0.006843455945252352	0.0051325919589392645	50.97650441161892	donor-pseudogene-Pseudogene	donor	1169.0	3	8	6	8.0	6.0	8	6	0.6843455945252352	0.5132591958939264	pongo_abelii	90783	Point	5.0	678	22045.0	23713	22565	15.0	22445.0	0.008297690333618477	0.002135726639415341	Pabe
pseudogene	0.0	0.0	34.23913043478261	donor-pseudogene-Pseudogene	donor	23.0	3	0	0	0.0	0.0	0	0	0.0	0.0	schizosaccharomyces_pombe	1840	Point	10.0	10	564.0	267	363	0.0	646.0	0.0	0.0	Spom
tRNA_pseudogene	0.0	0.0	49.01960784313725	donor-tRNA_pseudogene-Pseudogene	donor	2.0	3	0	0	0.0	0.0	0	0	0.0	0.0	caenorhabditis_elegans	153	Point	17.0	2	38.0	33	42	0.0	40.0	0.0	0.0	Cele
transcribed_processed_pseudogene	0.017857142857142856	0.011904761904761904	46.97916666666666	donor-transcribed_processed_pseudogene-Pseudogene	donor	168.0	3	3	2	3.0	2.0	3	2	1.7857142857142856	1.1904761904761905	homo_sapiens	13440	Point	51.0	57	3560.0	2886	3428	0.0	3566.0	0.01917989417989418	0.00496031746031746	Hsap
transcribed_processed_pseudogene	0.0	0.0	45.162907268170436	donor-transcribed_processed_pseudogene-Pseudogene	donor	50.0	3	0	0	0.0	0.0	0	0	0.0	0.0	mus_musculus	3990	Point	56.0	34	1110.0	870	932	0.0	1078.0	0.0	0.0	Mmus
transcribed_unitary_pseudogene	0.029	0.028	50.17025154065655	donor-transcribed_unitary_pseudogene-Pseudogene	donor	1000.0	3	19	17	28.0	28.0	29	28	2.8000000000000003	2.8000000000000003	homo_sapiens	83406	Point	52.0	119	20881.0	19093	22752	0.0	20680.0	0.029111111111111112	0.002848001248439177	Hsap
transcribed_unitary_pseudogene	0.0189873417721519	0.0379746835443038	50.14599661902567	donor-transcribed_unitary_pseudogene-Pseudogene	donor	158.0	3	2	5	3.0	6.0	3	6	1.89873417721519	3.79746835443038	mus_musculus	13014	Point	57.0	22	3394.0	2983	3543	0.0	3094.0	0.023206751054852322	0.00949367088607595	Mmus
transcribed_unprocessed_pseudogene	0.0	0.0	38.467519004837605	donor-transcribed_unprocessed_pseudogene-Pseudogene	donor	142.0	3	0	0	0.0	0.0	0	0	0.0	0.0	danio_rerio	11576	Point	50.0	23	3538.0	2088	2365	0.0	3585.0	0.0	0.0	Drer
transcribed_unprocessed_pseudogene	0.030849947534102837	0.03483735571878279	48.11055953041359	donor-transcribed_unprocessed_pseudogene-Pseudogene	donor	4765.0	3	100	99	140.0	153.0	147	166	2.9380902413431267	3.210912906610703	homo_sapiens	421818	Point	53.0	760	110628.0	91802	111137	0.0	108251.0	0.03005712953247056	0.001505242028076253	Hsap
transcribed_unprocessed_pseudogene	0.006329113924050633	0.006329113924050633	46.264513199714614	donor-transcribed_unprocessed_pseudogene-Pseudogene	donor	948.0	3	6	6	6.0	6.0	6	6	0.6329113924050633	0.6329113924050633	mus_musculus	77085	Point	58.0	190	20689.0	16095	19568	0.0	20733.0	0.008204406938584154	0.003449616186770145	Mmus
translated_processed_pseudogene	0.0	0.5	46.25	donor-translated_processed_pseudogene-Pseudogene	donor	2.0	3	0	1	0.0	1.0	0	1	0.0	50.0	mus_musculus	160	Point	59.0	2	23.0	26	48	0.0	63.0	0.0	0.0	Mmus
translated_unprocessed_pseudogene	0.0	0.0	48.07692307692307	donor-translated_unprocessed_pseudogene-Pseudogene	donor	11.0	3	0	0	0.0	0.0	0	0	0.0	0.0	homo_sapiens	1040	Point	54.0	2	298.0	227	273	0.0	242.0	0.0	0.0	Hsap
translated_unprocessed_pseudogene	0.0	0.0	29.375	donor-translated_unprocessed_pseudogene-Pseudogene	donor	2.0	3	0	0	0.0	0.0	0	0	0.0	0.0	mus_musculus	160	Point	60.0	1	54.0	22	25	0.0	59.0	0.0	0.0	Mmus
unitary_pseudogene	0.02525252525252525	0.005050505050505051	47.28805277302712	donor-unitary_pseudogene-Pseudogene	donor	198.0	3	4	1	4.0	1.0	5	1	2.0202020202020203	0.5050505050505051	homo_sapiens	16372	Point	55.0	46	4237.0	3748	3994	0.0	4393.0	0.023007856341189674	0.005120170480049005	Hsap
unitary_pseudogene	0.0055248618784530384	0.0055248618784530384	48.07267200884222	donor-unitary_pseudogene-Pseudogene	donor	181.0	3	1	1	1.0	1.0	1	1	0.5524861878453038	0.5524861878453038	mus_musculus	14476	Point	61.0	38	3882.0	3220	3739	0.0	3635.0	0.009208103130755065	0.00828729281767956	Mmus
unprocessed_pseudogene	0.0010964912280701754	0.0	39.28653718436996	donor-unprocessed_pseudogene-Pseudogene	donor	912.0	3	1	0	1.0	0.0	1	0	0.10964912280701754	0.0	danio_rerio	73781	Point	51.0	160	22977.0	13974	15012	0.0	21818.0	0.0013401559454191032	0.0007309941520467836	Drer
unprocessed_pseudogene	0.02274008644991543	0.027250516820146592	48.37514457138768	donor-unprocessed_pseudogene-Pseudogene	donor	5321.0	3	93	113	120.0	142.0	121	145	2.25521518511558	2.668671302386769	homo_sapiens	433177	Point	56.0	1448	113057.0	95847	113703	0.0	110570.0	0.021403662636513603	0.0011563875801525233	Hsap
unprocessed_pseudogene	0.008327024981074944	0.010093363613424174	42.74720743801913	donor-unprocessed_pseudogene-Pseudogene	donor	3963.0	3	31	37	33.0	40.0	33	40	0.8327024981074944	1.009336361342417	mus_musculus	317719	Point	62.0	1272	92806.0	59784	76032	0.0	89097.0	0.00804665376959094	0.0007074860728934618	Mmus
IG_V_pseudogene	0.0	0.0	41.96456325769351	exon-IG_V_pseudogene-Pseudogene	exon	31.0	3	0	0	0.0	0.0	0	0	0.0	0.0	danio_rerio	6434	Segment	55.0	17	1856.0	1293	1407	0.0	1878.0	0.0	0.0	Drer
IG_V_pseudogene	0.05349691501123435	0.17832305003744786	51.79927957487784	exon-IG_V_pseudogene-Pseudogene	exon	288.0	3	3	10	3.0	10.0	3	10	1.0416666666666663	3.4722222222222223	homo_sapiens	56078	Segment	64.0	188	13419.0	14627	14421	0.0	13611.0	0.035664610007489564	0.015443229141275343	Hsap
IG_V_pseudogene	0.020032051282051284	0.020032051282051284	45.803285256410255	exon-IG_V_pseudogene-Pseudogene	exon	271.0	3	1	1	1.0	1.0	1	1	0.3690036900369004	0.3690036900369004	mus_musculus	49920	Segment	70.0	158	13247.0	11421	11444	0.0	13808.0	0.031160968660968662	0.02476027806856191	Mmus
Pseudogene	0.11765101347944468	0.15126558875928606	48.71928468183803	exon-Pseudogene	exon	167.0	3	5	8	7.0	9.0	7	9	4.1916167664670665	5.389221556886229	anolis_carolinensis	59498	Segment		76	17211.0	14251	14736		13300.0	0.11642393391298808	0.030180172176333443	Acar
Pseudogene	0.01764041772509173	0.052921253175275185	50.71443691786621	exon-Pseudogene	exon	165.0	3	2	6	2.0	6.0	2	6	1.2121212121212122	3.636363636363636	aspergillus_nidulans	113376	Segment		63	28537.0	29344	28154		27341.0	0.022930026045956047	0.01328034092910784	Anid
Pseudogene	0.04940711462450593	0.0	41.823122529644266	exon-Pseudogene	exon	70.0	3	1	0	1.0	0.0	1	0	1.4285714285714286	0.0	bacillus_subtilis_subsp_subtilis_str_168	20240	Segment		70	6479.0	3832	4633		5296.0	0.03456795168952384	0.023854210803664972	Bsub
Pseudogene	0.017501793933878226	0.010726905959473749	40.178134387807006	exon-Pseudogene	exon	7694.0	3	25	17	31.0	19.0	31	19	0.4029113595009097	0.2469456719521705	caenorhabditis_elegans	1771247	Segment		1957	540893.0	353416	358238		518700.0	0.018806535168680805	0.0039408098779871665	Cele
Pseudogene	0.0	0.04074481522226297	31.279794646131286	exon-Pseudogene	exon	87.0	3	0	1	0.0	1.0	0	1	0.0	1.1494252873563218	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	24543	Segment		19	8281.0	3200	4477		8585.0	0.0	0.0	Cjej
Pseudogene	0.012186858666562671	0.009749486933250135	44.24877765807575	exon-Pseudogene	exon	1496.0	3	5	3	5.0	4.0	5	4	0.3342245989304813	0.267379679144385	danio_rerio	410278	Segment		317	119483.0	88029	93514		109252.0	0.029364211071426134	0.04443427107372471	Drer
Pseudogene	0.0	0.011137056327518552	44.5137004354589	exon-Pseudogene	exon	632.0	3	0	2	0.0	3.0	0	3	0.0	0.4746835443037975	drosophila_melanogaster	269371	Segment		346	80199.0	59963	59944		69265.0	0.005939763374676561	0.004357513580813329	Dmel
Pseudogene	0.0	0.0	44.594594594594604	exon-Pseudogene	exon	1.0	3	0	0	0.0	0.0	0	0	0.0	0.0	enterococcus_faecalis_v583	74	Segment		1	21.0	16	17		20.0	0.0	0.0	Efae
Pseudogene	0.09943746803795672	0.04261605773055288	47.673873515540656	exon-Pseudogene	exon	248.0	3	12	5	14.0	6.0	14	6	5.64516129032258	2.419354838709677	escherichia_coli_str_k_12_substr_mg1655	140792	Segment		182	38658.0	31224	35897		35013.0	0.08380177270325584	0.01795905541092852	Ecol
Pseudogene	0.0	0.0	32.7010039673302	exon-Pseudogene	exon	400.0	3	0	0	0.0	0.0	0	0	0.0	0.0	francisella_tularensis_subsp_tularensis_schu_s4	201899	Segment		199	69521.0	28744	37279		66355.0	0.0014858914605817759	0.0023925125510262453	Ftul
Pseudogene	0.2969223033411965	0.28050951270424607	58.73988561776999	exon-Pseudogene	exon	3654.0	3	98	108	199.0	188.0	199	188	5.446086480569239	5.14504652435687	gallus_gallus	670209	Segment		297	146536.0	198976	194704		129993.0	0.2944435384243835	0.013842693955564575	Ggal
Pseudogene	0.02460569375753549	0.09842277503014198	58.11372751654733	exon-Pseudogene	exon	93.0	3	1	3	1.0	4.0	1	4	1.0752688172043012	4.301075268817205	gasterosteus_aculeatus	40641	Segment		38	8963.0	12324	11294		8058.0	0.04674520040101663	0.031664121675612944	Gacu
Pseudogene	0.17751304227768955	0.029585507046281594	57.72724134870465	exon-Pseudogene	exon	138.0	3	15	3	18.0	3.0	18	3	13.043478260869565	2.1739130434782608	halobacterium_salinarum_r1	101401	Segment		138	22812.0	29414	29122		20053.0	0.1469175753316645	0.02725688099329386	Hsal
Pseudogene	0.06649209057764062	0.07312337723902257	47.73701069841607	exon-Pseudogene	exon	28270.0	3	593	720	742.0	809.0	742	816	2.6246904846126635	2.8616908383445354	homo_sapiens	11159222	Segment		14760	3162901.0	2617513	2709566		2669242.0	0.07329737275111707	0.0050813520654932	Hsap
Pseudogene	0.02829254491441505	0.0	38.288301032677886	exon-Pseudogene	exon	58.0	3	1	0	1.0	0.0	1	0	1.7241379310344829	0.0	legionella_pneumophila_str_paris	35345	Segment		58	11718.0	6232	7301		10094.0	0.008483128365421214	0.013659140173229126	Lpne
Pseudogene	0.4950891867806472	0.08487243201953952	63.962693850992295	exon-Pseudogene	exon	173.0	3	26	16	105.0	18.0	105	18	60.693641618497104	10.404624277456648	leishmania_major	212083	Segment		94	38879.0	65975	69679		37550.0	0.539371104416842	0.037852336283373506	Lmaj
Pseudogene	0.026548261420730208	0.041481658469890964	45.97063762286867	exon-Pseudogene	exon	1854.0	3	16	24	16.0	25.0	16	25	0.8629989212513484	1.348435814455232	monodelphis_domestica	602676	Segment		679	176496.0	136697	140357		149126.0	0.02886309673201361	0.0037731636076601856	Mdom
Pseudogene	0.0522544317269314	0.05950065175156447	46.46059913788353	exon-Pseudogene	exon	20552.0	3	443	523	512.0	579.0	512	583	2.4912417282989487	2.8172440638380687	mus_musculus	9798212	Segment		13651	2872061.0	2203632	2348676		2373843.0	0.05629110112045076	0.01726563197496787	Mmus
Pseudogene	1.634229683553707	1.0399643440796316	64.8343485366216	exon-Pseudogene	exon	14.0	3	3	2	11.0	7.0	11	7	78.57142857142857	50.0	mycobacterium_tuberculosis_h37rv	6731	Segment		13	1158.0	1980	2384		1209.0	1.3664710781874114	0.29513797085987536	Mtub
Pseudogene	0.0	0.0	50.0	exon-Pseudogene	exon	1.0	3	0	0	0.0	0.0	0	0	0.0	0.0	myxococcus_xanthus_dk_1622	68	Segment		1	18.0	18	16		16.0	0.0	0.0	Mxan
Pseudogene	0.0859168038948951	0.0	48.75921815708456	exon-Pseudogene	exon	124.0	3	6	0	6.0	0.0	6	0	4.838709677419356	0.0	neisseria_meningitidis_z2491	69835	Segment		84	19825.0	17172	16879		15959.0	0.05439874733245066	0.026811929004716642	Nmen
Pseudogene	0.0	0.0	56.115515288788224	exon-Pseudogene	exon	16.0	3	0	0	0.0	0.0	0	0	0.0	0.0	neurospora_crassa	1766	Segment		16	368.0	458	533		407.0	0.22650056625141562	0.29241097366609414	Ncra
Pseudogene	0.08015068328457499	0.1202260249268625	52.005770849196495	exon-Pseudogene	exon	74.0	3	2	3	2.0	3.0	2	3	2.702702702702702	4.0540540540540535	ornithorhynchus_anatinus	24953	Segment		23	6034.0	6672	6305		5932.0	0.07611945011302192	0.012664827775319683	Oana
Pseudogene	0.08598008701184806	0.1146401160157974	50.57749958442957	exon-Pseudogene	exon	694.0	3	26	34	30.0	40.0	30	40	4.322766570605188	5.763688760806915	pan_troglodytes	348918	Segment		449	90167.0	88692	87782		82224.0	0.09622357121328709	0.007892546993176593	Ptro
Pseudogene	0.10965988122103393	0.1154314539168778	52.55767244016322	exon-Pseudogene	exon	2784.0	3	48	50	57.0	60.0	57	60	2.0474137931034484	2.155172413793104	pongo_abelii	519789	Segment		886	124273.0	140647	132542		122291.0	0.15422585204758094	0.028287022908316393	Pabe
Pseudogene	0.0	0.0	40.939402725427655	exon-Pseudogene	exon	12.0	3	0	0	0.0	0.0	0	0	0.0	0.0	saccharomyces_cerevisiae	10347	Segment		12	3072.0	2093	2143		3039.0	0.0	0.0	Scer
Pseudogene	0.0	0.0	39.280624363759756	exon-Pseudogene	exon	53.0	3	0	0	0.0	0.0	0	0	0.0	0.0	schizosaccharomyces_pombe	29470	Segment		29	8552.0	5573	6003		9342.0	0.0	0.0	Spom
Pseudogene	0.0	0.0	47.2972972972973	exon-Pseudogene	exon	1.0	3	0	0	0.0	0.0	0	0	0.0	0.0	staphylococcus_aureus_subsp_aureus_n315	74	Segment		1	18.0	19	16		21.0	0.0	0.0	Saur
Pseudogene	0.0	0.0	48.947804473902245	exon-Pseudogene	exon	5.0	3	0	0	0.0	0.0	0	0	0.0	0.0	vibrio_cholerae_o1_biovar_el_tor_str_n16961	6035	Segment		5	1582.0	1480	1474		1499.0	0.0	0.0	Vcho
polymorphic_pseudogene	0.0	0.02144128304637749	42.08709449173438	exon-polymorphic_pseudogene-Pseudogene	exon	97.0	3	0	1	0.0	1.0	0	1	0.0	1.0309278350515465	danio_rerio	46639	Segment	70.0	10	13840.0	9959	9670	0.0	13170.0	0.004764729565861665	0.014294188697584996	Drer
polymorphic_pseudogene	0.01972483850288476	0.0493120962572119	48.37023521869915	exon-polymorphic_pseudogene-Pseudogene	exon	342.0	3	1	4	1.0	4.0	2	5	0.29239766081871343	1.1695906432748535	homo_sapiens	101395	Segment	79.0	63	25590.0	25316	23729	0.0	26760.0	0.02629978467051301	0.024656048128605945	Hsap
polymorphic_pseudogene	0.03417109467101778	0.07973255423237484	45.231708497781725	exon-polymorphic_pseudogene-Pseudogene	exon	372.0	3	6	9	6.0	9.0	6	14	1.6129032258064515	2.419354838709677	mus_musculus	175587	Segment	86.0	100	45734.0	41583	37838	0.0	50432.0	0.0335382966215545	0.010822511775730721	Mmus
processed_pseudogene	0.0	0.0	37.85834738617201	exon-processed_pseudogene-Pseudogene	exon	4.0	3	0	0	0.0	0.0	0	0	0.0	0.0	anolis_carolinensis	2372	Segment	13.0	4	893.0	434	464	0.0	581.0	0.0	0.0	Acar
processed_pseudogene	0.03848966552480658	0.0	44.42862091528424	exon-processed_pseudogene-Pseudogene	exon	38.0	3	1	0	1.0	0.0	1	0	2.631578947368421	0.0	danio_rerio	25981	Segment	71.0	27	8208.0	5523	6020	0.0	6230.0	0.017106518011025147	0.020285834906074815	Drer
processed_pseudogene	0.08106355382619974	0.0	55.10295071335928	exon-processed_pseudogene-Pseudogene	exon	30.0	3	2	0	2.0	0.0	2	0	6.666666666666668	0.0	gallus_gallus	24672	Segment	16.0	30	4553.0	7920	5675	0.0	6524.0	0.03152471537685546	0.03377648076091656	Ggal
processed_pseudogene	0.05423125912490623	0.06686629070112783	46.79385363920142	exon-processed_pseudogene-Pseudogene	exon	11792.0	3	340	432	342.0	434.0	382	471	2.9002713704206236	3.6804613297150612	homo_sapiens	7043908	Segment	80.0	10175	2078492.0	1590279	1705837	0.0	1669300.0	0.05510910627642443	0.0016630646642938982	Hsap
processed_pseudogene	0.06085940205344888	0.06744275083326909	47.04623427329412	exon-processed_pseudogene-Pseudogene	exon	11059.0	3	368	423	368.0	423.0	416	461	3.3276064743647713	3.8249389637399407	mus_musculus	6835427	Segment	87.0	9970	2025980.0	1534823	1680988	0.0	1593636.0	0.05900343617769796	0.0017201322545216502	Mmus
processed_pseudogene	0.05927506594351086	0.04939588828625905	48.24792784248639	exon-processed_pseudogene-Pseudogene	exon	205.0	3	6	5	6.0	5.0	6	5	2.9268292682926838	2.4390243902439024	pan_troglodytes	101223	Segment	24.0	205	28990.0	23262	25576	0.0	23395.0	0.03512596500356199	0.015706891408358205	Ptro
pseudogene	0.1225361481637083	0.1575464762104821	49.17025522529146	exon-pseudogene-Pseudogene	exon	163.0	3	5	8	6.0	8.0	7	9	3.6809815950920246	4.9079754601227	anolis_carolinensis	57126	Segment	15.0	72	16318.0	13817	14272	0.0	12719.0	0.12075076749047872	0.03136653908464978	Acar
pseudogene	0.01764041772509173	0.05292125317527519	50.71443691786621	exon-pseudogene-Pseudogene	exon	165.0	3	2	6	2.0	6.0	2	6	1.2121212121212122	3.636363636363636	aspergillus_nidulans	113376	Segment	8.0	63	28537.0	29344	28154	0.0	27341.0	0.022930026045956047	0.013280340929107843	Anid
pseudogene	0.04940711462450593	0.0	41.823122529644266	exon-pseudogene-Pseudogene	exon	70.0	3	1	0	1.0	0.0	1	0	1.4285714285714286	0.0	bacillus_subtilis_subsp_subtilis_str_168	20240	Segment	8.0	70	6479.0	3832	4633	0.0	5296.0	0.03456795168952384	0.023854210803664972	Bsub
pseudogene	0.014804059728687138	0.010248964427552631	40.02072568362016	exon-pseudogene-Pseudogene	exon	7483.0	3	20	16	21.0	16.0	26	18	0.2806361085126286	0.21381798743819325	caenorhabditis_elegans	1756275	Segment	26.0	1748	538221.0	349828	353046	0.0	515180.0	0.016448989236642373	0.0034454677184474185	Cele
pseudogene	0.0	0.04074481522226297	31.27979464613129	exon-pseudogene-Pseudogene	exon	87.0	3	0	1	0.0	1.0	0	1	0.0	1.1494252873563218	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	24543	Segment	10.0	19	8281.0	3200	4477	0.0	8585.0	0.0	0.0	Cjej
pseudogene	0.15583606046439147	0.3116721209287829	53.79460807230794	exon-pseudogene-Pseudogene	exon	26.0	3	1	1	1.0	2.0	1	2	3.8461538461538463	7.6923076923076925	danio_rerio	6417	Segment	74.0	13	1696.0	1685	1767	0.0	1269.0	0.1869403866722461	0.0985816724792489	Drer
pseudogene	0.0	0.011137056327518552	44.5137004354589	exon-pseudogene-Pseudogene	exon	632.0	3	0	2	0.0	2.0	0	3	0.0	0.3164556962025317	drosophila_melanogaster	269371	Segment	16.0	346	80199.0	59963	59944	0.0	69265.0	0.005939763374676561	0.004357513580813329	Dmel
pseudogene	0.0995123892924669	0.04264816683962866	47.66430206274967	exon-pseudogene-Pseudogene	exon	245.0	3	12	5	13.0	5.0	14	6	5.306122448979592	2.0408163265306123	escherichia_coli_str_k_12_substr_mg1655	140686	Segment	7.0	179	38639.0	31192	35865	0.0	34990.0	0.08385742849232056	0.01796540575942469	Ecol
pseudogene	0.0	0.0	32.7010039673302	exon-pseudogene-Pseudogene	exon	400.0	3	0	0	0.0	0.0	0	0	0.0	0.0	francisella_tularensis_subsp_tularensis_schu_s4	201899	Segment	10.0	199	69521.0	28744	37279	0.0	66355.0	0.0014858914605817759	0.0023925125510262453	Ftul
pseudogene	0.3051722829210409	0.2912304019754096	58.878886880225295	exon-pseudogene-Pseudogene	exon	3624.0	3	96	108	163.0	166.0	197	188	4.497792494481236	4.580573951434879	gallus_gallus	645537	Segment	18.0	267	141983.0	191056	189029	0.0	123469.0	0.303452773103177	0.01363136698157835	Ggal
pseudogene	0.02460569375753549	0.09842277503014198	58.11372751654733	exon-pseudogene-Pseudogene	exon	93.0	3	1	3	1.0	4.0	1	4	1.0752688172043012	4.301075268817205	gasterosteus_aculeatus	40641	Segment	10.0	38	8963.0	12324	11294	2.0	8058.0	0.04674520040101663	0.031664121675612944	Gacu
pseudogene	0.17751304227768955	0.029585507046281594	57.72724134870465	exon-pseudogene-Pseudogene	exon	138.0	3	15	3	15.0	3.0	18	3	10.869565217391305	2.1739130434782608	halobacterium_salinarum_r1	101401	Segment	5.0	138	22812.0	29414	29122	0.0	20053.0	0.1469175753316645	0.02725688099329386	Hsal
pseudogene	0.08446659346228566	0.16893318692457132	50.007038882788535	exon-pseudogene-Pseudogene	exon	94.0	3	3	4	3.0	4.0	3	6	3.191489361702128	4.25531914893617	homo_sapiens	35517	Segment	82.0	38	8737.0	10016	7745	0.0	9019.0	0.10696872229787698	0.03938725981255944	Hsap
pseudogene	0.02829254491441505	0.0	38.288301032677886	exon-pseudogene-Pseudogene	exon	58.0	3	1	0	1.0	0.0	1	0	1.7241379310344829	0.0	legionella_pneumophila_str_paris	35345	Segment	6.0	58	11718.0	6232	7301	0.0	10094.0	0.008483128365421214	0.013659140173229126	Lpne
pseudogene	0.4950891867806472	0.08487243201953952	63.962693850992295	exon-pseudogene-Pseudogene	exon	173.0	3	26	16	33.0	18.0	105	18	19.07514450867052	10.404624277456648	leishmania_major	212083	Segment	9.0	94	38879.0	65975	69679	0.0	37550.0	0.539371104416842	0.037852336283373506	Lmaj
pseudogene	0.026548261420730208	0.041481658469890964	45.97063762286867	exon-pseudogene-Pseudogene	exon	1854.0	3	16	24	16.0	25.0	16	25	0.8629989212513484	1.348435814455232	monodelphis_domestica	602676	Segment	13.0	679	176496.0	136697	140357	0.0	149126.0	0.02886309673201361	0.0037731636076601856	Mdom
pseudogene	0.10558965221408302	0.21117930442816604	52.46221870256716	exon-pseudogene-Pseudogene	exon	209.0	3	8	13	8.0	14.0	8	16	3.827751196172249	6.698564593301437	mus_musculus	75765	Segment	89.0	86	17779.0	20390	19358	0.0	18238.0	0.1253586649127018	0.02351463916496835	Mmus
pseudogene	1.6342296835537067	1.0399643440796316	64.8343485366216	exon-pseudogene-Pseudogene	exon	14.0	3	3	2	3.0	2.0	11	7	21.428571428571427	14.285714285714285	mycobacterium_tuberculosis_h37rv	6731	Segment	5.0	13	1158.0	1980	2384	0.0	1209.0	1.3664710781874114	0.2951379708598753	Mtub
pseudogene	0.0859168038948951	0.0	48.75921815708456	exon-pseudogene-Pseudogene	exon	124.0	3	6	0	6.0	0.0	6	0	4.838709677419356	0.0	neisseria_meningitidis_z2491	69835	Segment	11.0	84	19825.0	17172	16879	0.0	15959.0	0.05439874733245066	0.026811929004716642	Nmen
pseudogene	0.08015068328457499	0.1202260249268625	52.0057708491965	exon-pseudogene-Pseudogene	exon	74.0	3	2	3	2.0	3.0	2	3	2.702702702702702	4.0540540540540535	ornithorhynchus_anatinus	24953	Segment	12.0	23	6034.0	6672	6305	10.0	5932.0	0.07611945011302192	0.012664827775319683	Oana
pseudogene	0.09689335674922787	0.1413028119259573	51.52950200851854	exon-pseudogene-Pseudogene	exon	489.0	3	20	29	21.0	31.0	24	35	4.294478527607362	6.339468302658488	pan_troglodytes	247695	Segment	26.0	244	61177.0	65430	62206	53.0	58829.0	0.11867530996424139	0.016311340305175517	Ptro
pseudogene	0.10965988122103393	0.1154314539168778	52.55767244016322	exon-pseudogene-Pseudogene	exon	2784.0	3	48	50	53.0	58.0	57	60	1.9037356321839083	2.083333333333333	pongo_abelii	519789	Segment	10.0	886	124273.0	140647	132542	36.0	122291.0	0.15422585204758094	0.028287022908316396	Pabe
