Biotype	Class	DensityShuf	DensityWt	GC	NbRepro	NbTrpG4Shuf	NbTrpG4Wt	NbpG4rShuf	NbpG4rWt	PercentShuf	PercentWt	Sp	Tot	nbTr	nuclA	nuclC	nuclG	nuclT	meanShuffle	stdShuffle	ShortName
protein_coding	Coding	0.08098581643099842	0.15002303053169086	44.68543775613675	3	14931	14755	10648	19725	35.34299105240733	34.92638356294087	oryza_sativa	131479813	42246	34214815.0	29047035	29705295	38506886.0	0.08076331615090693	0.0002786632328633445	Osat
protein_coding	Coding	0.0236551274398607	0.15436160501702126	41.30227762513585	3	25436	38732	63718	415792	53.660183114636524	81.7096325049576	pan_troglodytes	2693623197	47402	747330182.0	544599068	567928663	817543910.0	0.02394675133420165	0.00021240609802144876	Ptro
protein_coding	Coding	0.1119922469617472	0.12262137182936372	43.68071461850951	3	31283	24926	39269	42996	36.09479744776103	28.759994923213608	physcomitrella_patens	350640344	86669	89209323.0	69860234	83301974	108089730.0	0.11218921964921864	0.0003964857158084265	Ppat
protein_coding	Coding	0.017053691889486508	0.12299493936458908	39.971881920088656	3	9593	14826	17892	129041	47.788183720235125	73.85673009863504	pongo_abelii	1049156987	20074	279741299.0	205305388	214062404	306299158.0	0.019632498131384644	0.0014367073082988493	Pabe
protein_coding	Coding	0.2782945461365722	0.3158060150147258	51.92636600041567	3	753	528	549	623	28.905950095969292	20.26871401151632	pyrobaculum_aerophilum_str_im2	1972730	2605	500683.0	447097	577270	447680.0	0.3003591975969667	0.016373593354113168	Paer
protein_coding	Coding	0.08539195198398843	0.08948608666815226	42.34329553277267	3	287	164	146	153	13.925278990781171	7.9573022804463855	pyrococcus_horikoshii_ot3	1709763	2061	537310.0	303304	420666	448483.0	0.08298369274796631	0.002383672614506041	Phor
protein_coding	Coding	0.005799643469760658	0.002274369988141434	39.67557704178154	3	120	23	51	20	1.8259281801582472	0.349969567863664	saccharomyces_cerevisiae	8793644	6572	2854555.0	1683122	1805807	2450160.0	0.00647011255712022	0.0006221570576787687	Scer
protein_coding	Coding	0.0015454722481366605	0.002545483702813323	37.0397970013111	3	49	28	17	28	0.9559110417479516	0.5462348809988294	schizosaccharomyces_pombe	10999874	5126	3330037.0	2044873	2029458	3595506.0	0.0014725235089078264	0.0002770095015148375	Spom
protein_coding	Coding	0.008710493771740166	0.03046307674399121	35.07590624308322	3	2178	3687	1289	4508	6.463483396148025	10.941626851054993	solanum_lycopersicum	147982426	33697	44597695.0	24826047	27080130	49695274.0	0.009845713950215454	0.0006177436510009621	Slyc
protein_coding	Coding	0.0033771547302539873	0.0	33.5421962819215	3	13	4	8	0	0.4954268292682927	0.1524390243902439	staphylococcus_aureus_subsp_aureus_n315	2368858	2624	853220.0	346913	447654	721071.0	0.0032501377520830895	0.00020366049378296058	Saur
protein_coding	Coding	0.011069024221238802	0.00166035363318582	40.5662027269648	3	48	3	20	3	2.2588235294117647	0.1411764705882353	streptococcus_pneumoniae_tigr4	1806844	2125	547972.0	338125	394843	525904.0	0.011399794055904602	0.0022776734793982815	Spne
protein_coding	Coding	0.032005791072518004	0.046230587104748234	36.50920344303285	3	157	122	81	117	5.243820975283901	4.074816299265197	sulfolobus_solfataricus_p2	2530792	2994	869130.0	375115	548857	737690.0	0.032002010430802946	0.0024286616377584935	Ssol
protein_coding	Coding	0.08662025387075083	0.01614953885725863	47.3182956657574	3	191	27	118	22	12.922868741542626	1.8267929634641409	thermoplasma_acidophilum_dsm_1728	1362268	1478	392046.0	294692	349910	325620.0	0.08455547029038094	0.0014034748040210115	Taci
protein_coding	Coding	0.3986019038223431	0.785245750530016	69.70879639663879	3	1016	1059	800	1576	45.397676496872215	47.3190348525469	thermus_thermophilus_hb8	2007015	2238	295103.0	706692	692374	312842.0	0.4156475623037063	0.011865362603283188	Tthe
protein_coding	Coding	0.015647933096392716	0.007244413470552185	47.436187583944644	3	104	32	54	25	2.7652220154214304	0.8508375432065941	vibrio_cholerae_o1_biovar_el_tor_str_n16961	3450935	3761	904510.0	809127	827865	909431.0	0.02178869851748397	0.003255729609313548	Vcho
protein_coding	Coding	0.018329041691391743	0.08352186814937408	36.56391873063533	3	4018	5926	2579	11752	15.130290706431694	22.31510769694231	vitis_vinifera	140705665	26556	40931291.0	24426474	27021031	46654943.0	0.01846660771149653	0.0002249565029704624	Vvin
protein_coding	Coding	0.01181416321266478	0.004922568005276994	35.485217528280145	3	23	5	12	5	1.9246861924686192	0.41841004184100417	wolbachia_endosymbiont_of_drosophila_melanogaster	1015730	1195	358220.0	152150	208284	297076.0	0.010434455875586359	0.0009489026548336415	Wend
protein_coding	Coding	0.06666284020248	0.0486458563639719	48.937757240704066	3	444	178	259	189	11.055776892430279	4.432270916334661	yersinia_pestis_biovar_microtus_str_91001	3885223	4016	984709.0	892073	1009268	999173.0	0.0666559566459217	2.1767717126874773e-05	Ypes
